1,1,479.50000,110.00000,41.00000,100.00000,2.97492
1,2,938.12659,413.83783,26.58154,64.83310,2.62463
1,3,807.75000,391.00000,20.50000,50.00000,2.26158
1,4,207.75000,411.00000,20.50000,50.00000,2.01493
1,5,199.75000,411.00000,20.50000,50.00000,1.97929
1,6,120.42105,279.57895,69.05263,168.42105,1.97247
1,7,383.57895,240.84210,34.52631,84.21054,1.70426
1,8,72.12183,329.51352,53.24136,129.85693,1.69658
1,9,7.50000,350.00000,41.00000,100.00000,1.46484
1,10,274.83154,631.63635,22.37286,54.56793,1.46326
1,11,838.55420,380.91565,31.61450,77.10846,1.08832
1,12,86.60426,285.81818,44.69045,109.00110,0.96993
1,13,815.50000,366.00000,41.00000,100.00000,0.88168
1,14,616.48193,331.56625,31.61444,77.10846,0.86974
1,15,148.16969,294.19354,63.55820,155.01999,0.81501
1,16,942.73682,301.47369,34.52637,84.21051,0.78448
1,17,703.75000,327.00000,20.50000,50.00000,0.75408
2,1,479.50000,110.00000,41.00000,100.00000,2.91998
2,2,938.12659,413.83783,26.58154,64.83310,2.62463
2,3,207.75000,411.00000,20.50000,50.00000,2.11199
2,4,383.57895,240.84210,34.52631,84.21054,1.89779
2,5,120.42105,279.57895,69.05263,168.42105,1.88727
2,6,807.75000,391.00000,20.50000,50.00000,1.86183
2,7,72.12183,329.51352,53.24136,129.85693,1.81774
2,8,196.23027,409.09091,22.37286,54.56793,1.49724
2,9,274.83154,631.63635,22.37286,54.56793,1.46326
2,10,7.50000,350.00000,41.00000,100.00000,1.39838
2,11,834.94739,375.57895,34.52631,84.21051,1.19264
2,12,815.50000,366.00000,41.00000,100.00000,1.00117
2,13,148.16969,294.19354,63.55820,155.01999,0.97641
2,14,86.60426,285.81818,44.69045,109.00110,0.82696
2,15,942.73682,301.47369,34.52637,84.21051,0.80949
2,16,616.48193,331.56625,31.61444,77.10846,0.79762
2,17,703.75000,327.00000,20.50000,50.00000,0.68347
3,1,479.50000,110.00000,41.00000,100.00000,2.97635
3,2,938.12659,413.83783,26.58154,64.83310,2.62463
3,3,195.75000,411.00000,20.50000,50.00000,2.39851
3,4,381.24731,240.68900,37.63895,91.80234,2.05224
3,5,72.12183,329.51352,53.24136,129.85693,1.94496
3,6,807.75000,391.00000,20.50000,50.00000,1.86183
3,7,120.42105,279.57895,69.05263,168.42105,1.62634
3,8,274.83154,631.63635,22.37286,54.56793,1.46326
3,9,7.50000,350.00000,41.00000,100.00000,1.39838
3,10,203.75000,411.00000,20.50000,50.00000,1.36901
3,11,834.94739,375.57895,34.52631,84.21051,1.19264
3,12,815.50000,366.00000,41.00000,100.00000,1.00117
3,13,148.16969,294.19354,63.55820,155.01999,0.84585
3,14,86.60426,285.81818,44.69045,109.00110,0.82878
3,15,942.73682,301.47369,34.52637,84.21051,0.80949
3,16,616.48193,331.56625,31.61444,77.10846,0.79673
3,17,703.75000,327.00000,20.50000,50.00000,0.68347
4,1,479.50000,110.00000,41.00000,100.00000,2.99646
4,2,938.12659,413.83783,26.58154,64.83310,2.62463
4,3,207.75000,411.00000,20.50000,50.00000,2.58737
4,4,195.75000,411.00000,20.50000,50.00000,2.52077
4,5,383.57895,240.84210,34.52631,84.21054,2.24219
4,6,807.75000,391.00000,20.50000,50.00000,1.86183
4,7,72.12183,329.51352,53.24136,129.85693,1.81356
4,8,120.42105,279.57895,69.05263,168.42105,1.57336
4,9,274.83154,631.63635,22.37286,54.56793,1.46326
4,10,7.50000,350.00000,41.00000,100.00000,1.39381
4,11,834.94739,375.57895,34.52631,84.21051,1.19264
4,12,383.75000,363.00000,20.50000,50.00000,1.03666
4,13,815.50000,366.00000,41.00000,100.00000,1.00117
4,14,148.16969,294.19354,63.55820,155.01999,0.84346
4,15,942.73682,301.47369,34.52637,84.21051,0.80949
4,16,86.60426,285.81818,44.69045,109.00110,0.79571
4,17,616.48193,331.56625,31.61444,77.10846,0.77369
4,18,703.75000,327.00000,20.50000,50.00000,0.68347
5,1,479.50000,110.00000,41.00000,100.00000,3.05386
5,2,938.12659,413.83783,26.58154,64.83310,2.62463
5,3,383.57895,240.84210,34.52631,84.21054,2.36593
5,4,195.75000,411.00000,20.50000,50.00000,2.29567
5,5,72.12183,329.51352,53.24136,129.85693,1.88710
5,6,120.42105,279.57895,69.05263,168.42105,1.88374
5,7,807.75000,391.00000,20.50000,50.00000,1.86183
5,8,274.83154,631.63635,22.37286,54.56793,1.46326
5,9,7.50000,350.00000,41.00000,100.00000,1.39381
5,10,204.96375,409.09091,22.37286,54.56793,1.29380
5,11,834.94739,375.57895,34.52631,84.21051,1.19264
5,12,815.50000,366.00000,41.00000,100.00000,1.00117
5,13,387.75000,363.00000,20.50000,50.00000,0.90554
5,14,942.73682,301.47369,34.52637,84.21051,0.80949
5,15,616.48193,331.56625,31.61444,77.10846,0.77369
5,16,86.60426,285.81818,44.69045,109.00110,0.76808
5,17,148.16969,294.19354,63.55820,155.01999,0.74631
6,1,195.75000,411.00000,20.50000,50.00000,3.33325
6,2,479.50000,110.00000,41.00000,100.00000,3.20171
6,3,938.12659,413.83783,26.58154,64.83310,2.62463
6,4,383.57895,240.84210,34.52631,84.21054,2.33734
6,5,807.75000,391.00000,20.50000,50.00000,1.86183
6,6,120.42105,279.57895,69.05263,168.42105,1.77358
6,7,72.12183,329.51352,53.24136,129.85693,1.74399
6,8,207.75000,411.00000,20.50000,50.00000,1.56771
6,9,274.83154,631.63635,22.37286,54.56793,1.46326
6,10,7.50000,350.00000,41.00000,100.00000,1.42468
6,11,834.94739,375.57895,34.52631,84.21051,1.19264
6,12,803.75000,531.00000,20.50000,50.00000,1.12982
6,13,563.75000,279.00000,20.50000,50.00000,1.06987
6,14,815.50000,366.00000,41.00000,100.00000,1.00117
6,15,148.16969,294.19354,63.55820,155.01999,0.81685
6,16,942.73682,301.47369,34.52637,84.21051,0.80949
6,17,616.48193,331.56625,31.61444,77.10846,0.77369
6,18,86.60426,285.81818,44.69045,109.00110,0.76045
7,1,479.50000,110.00000,41.00000,100.00000,3.20171
7,2,938.12659,413.83783,26.58154,64.83310,2.62463
7,3,195.75000,411.00000,20.50000,50.00000,2.36618
7,4,383.57895,240.84210,34.52631,84.21054,2.31059
7,5,72.12183,329.51352,53.24136,129.85693,1.88039
7,6,807.75000,391.00000,20.50000,50.00000,1.86183
7,7,120.42105,279.57895,69.05263,168.42105,1.50019
7,8,274.83154,631.63635,22.37286,54.56793,1.46326
7,9,7.50000,350.00000,41.00000,100.00000,1.39883
7,10,834.94739,375.57895,34.52631,84.21051,1.19264
7,11,799.75000,527.00000,20.50000,50.00000,1.06792
7,12,815.50000,366.00000,41.00000,100.00000,1.00117
7,13,203.75000,411.00000,20.50000,50.00000,0.90704
7,14,563.75000,279.00000,20.50000,50.00000,0.85719
7,15,942.73682,301.47369,34.52637,84.21051,0.80949
7,16,616.48193,331.56625,31.61444,77.10846,0.77369
7,17,86.60426,285.81818,44.69045,109.00110,0.73411
7,18,211.75000,411.00000,20.50000,50.00000,0.69673
7,19,148.16969,294.19354,63.55820,155.01999,0.67154
8,1,479.50000,110.00000,41.00000,100.00000,3.16864
8,2,938.12659,413.83783,26.58154,64.83310,2.62463
8,3,200.59702,409.09091,22.37285,54.56793,2.60372
8,4,383.57895,240.84210,34.52631,84.21054,2.37855
8,5,72.12183,329.51352,53.24136,129.85693,2.03472
8,6,807.75000,391.00000,20.50000,50.00000,1.86183
8,7,120.42105,279.57895,69.05263,168.42105,1.58775
8,8,274.83154,631.63635,22.37286,54.56793,1.46326
8,9,191.75000,415.00000,20.50000,50.00000,1.42054
8,10,7.50000,350.00000,41.00000,100.00000,1.39883
8,11,799.75000,527.00000,20.50000,50.00000,1.25051
8,12,834.94739,375.57895,34.52631,84.21051,1.19264
8,13,815.50000,366.00000,41.00000,100.00000,0.97147
8,14,942.73682,301.47369,34.52637,84.21051,0.80949
8,15,616.48193,331.56625,31.61444,77.10846,0.77369
8,16,211.75000,411.00000,20.50000,50.00000,0.72432
8,17,86.60426,285.81818,44.69045,109.00110,0.71387
9,1,479.50000,110.00000,41.00000,100.00000,3.10709
9,2,938.12659,413.83783,26.58154,64.83310,2.62463
9,3,200.59702,409.09091,22.37285,54.56793,2.20824
9,4,383.57895,240.84210,34.52631,84.21054,2.15074
9,5,72.12183,329.51352,53.24136,129.85693,1.99002
9,6,807.75000,391.00000,20.50000,50.00000,1.86183
9,7,120.42105,279.57895,69.05263,168.42105,1.59840
9,8,274.83154,631.63635,22.37286,54.56793,1.36776
9,9,7.50000,350.00000,41.00000,100.00000,1.24622
9,10,834.94739,375.57895,34.52631,84.21051,1.19264
9,11,211.75000,411.00000,20.50000,50.00000,1.06336
9,12,799.75000,527.00000,20.50000,50.00000,0.99276
9,13,815.50000,366.00000,41.00000,100.00000,0.97147
9,14,942.73682,301.47369,34.52637,84.21051,0.80949
9,15,86.60426,285.81818,44.69045,109.00110,0.77881
9,16,616.48193,331.56625,31.61444,77.10846,0.77369
9,17,191.86354,409.09091,22.37285,54.56793,0.71830
9,18,563.75000,279.00000,20.50000,50.00000,0.63431
10,1,479.50000,110.00000,41.00000,100.00000,3.09743
10,2,938.12659,413.83783,26.58154,64.83310,2.62463
10,3,383.57895,240.84210,34.52631,84.21054,2.05339
10,4,72.12183,329.51352,53.24136,129.85693,2.00133
10,5,195.75000,411.00000,20.50000,50.00000,1.81563
10,6,807.75000,391.00000,20.50000,50.00000,1.78964
10,7,120.42105,279.57895,69.05263,168.42105,1.40391
10,8,274.83154,631.63635,22.37286,54.56793,1.36776
10,9,7.50000,350.00000,41.00000,100.00000,1.26537
10,10,203.75000,407.00000,20.50000,50.00000,1.11799
10,11,834.94739,375.57895,34.52631,84.21051,1.05521
10,12,211.75000,411.00000,20.50000,50.00000,1.04007
10,13,815.50000,366.00000,41.00000,100.00000,0.91115
10,14,86.60426,285.81818,44.69045,109.00110,0.88541
10,15,942.73682,301.47369,34.52637,84.21051,0.80949
10,16,148.16969,294.19354,63.55820,155.01999,0.79007
10,17,616.48193,331.56625,31.61444,77.10846,0.71825
10,18,563.75000,279.00000,20.50000,50.00000,0.66821
