2,61,1,31.00000,514.00000,25.00000,47.00000,-89.52435,119.88982
2,61,2,189.00000,426.00000,14.00000,32.00000,37.95763,-159.76543
2,61,3,199.00000,427.00000,11.00000,30.00000,45.79473,-162.38965
2,61,4,220.00000,419.00000,12.00000,32.00000,66.92972,-181.88941
2,61,5,212.00000,428.00000,13.00000,35.00000,56.61847,-139.43482
2,61,6,245.00000,425.00000,21.00000,36.00000,90.16902,-142.20098
2,61,7,386.00000,358.00000,11.00000,35.00000,267.56886,-414.99617
2,61,8,398.00000,357.00000,10.00000,36.00000,280.29186,-413.74514
2,61,9,406.00000,363.00000,12.00000,32.00000,288.24687,-402.65459
2,61,10,420.00000,363.00000,10.00000,31.00000,303.66862,-406.26964
2,61,11,716.00000,481.00000,20.00000,33.00000,462.01869,82.25200
2,62,1,35.00000,514.00000,19.00000,50.00000,-88.68204,126.92905
2,62,2,193.00000,428.00000,10.00000,34.00000,38.77078,-145.31136
2,62,3,202.00000,427.00000,15.00000,35.00000,48.93255,-143.98819
2,62,4,214.00000,433.00000,11.00000,32.00000,56.93734,-132.33706
2,62,5,220.00000,425.00000,14.00000,30.00000,66.58343,-167.05656
2,62,6,247.00000,426.00000,17.00000,37.00000,89.44475,-135.14778
2,62,7,383.00000,363.00000,12.00000,28.00000,266.70434,-425.48075
2,62,8,394.00000,363.00000,8.00000,30.00000,274.75589,-414.28948
2,62,9,401.00000,363.00000,9.00000,30.00000,283.06229,-413.47273
2,62,10,407.00000,364.00000,11.00000,31.00000,288.79871,-402.59972
2,62,11,420.00000,362.00000,13.00000,35.00000,302.17824,-391.05923
2,62,12,719.00000,479.00000,15.00000,29.00000,469.47335,65.37022
2,64,1,42.00000,515.00000,21.00000,47.00000,-83.20617,123.22081
2,64,2,195.00000,428.00000,20.00000,37.00000,44.19493,-134.01098
2,64,3,213.00000,429.00000,14.00000,34.00000,57.94471,-139.26161
2,64,4,223.00000,426.00000,16.00000,32.00000,69.24197,-155.74086
2,64,5,253.00000,423.00000,23.00000,37.00000,98.61230,-144.70714
2,64,6,382.00000,362.00000,12.00000,31.00000,263.70347,-415.37624
2,64,7,389.00000,362.00000,13.00000,36.00000,267.23705,-389.52659
2,64,8,397.00000,364.00000,13.00000,30.00000,279.85790,-408.62397
2,64,9,408.00000,363.00000,11.00000,31.00000,290.91768,-407.53042
2,64,10,419.00000,363.00000,11.00000,32.00000,302.06206,-401.28104
2,64,11,714.00000,483.00000,17.00000,29.00000,461.30825,76.20629
2,65,1,45.00000,516.00000,23.00000,46.00000,-80.41744,123.67165
2,65,2,199.00000,429.00000,14.00000,36.00000,45.07259,-133.89568
2,65,3,213.00000,428.00000,14.00000,36.00000,57.66037,-135.76223
2,65,4,223.00000,426.00000,15.00000,35.00000,67.85651,-145.09764
2,65,5,252.00000,426.00000,19.00000,36.00000,95.16421,-137.96834
2,65,6,382.00000,364.00000,12.00000,33.00000,259.98757,-395.29965
2,65,7,391.00000,361.00000,11.00000,35.00000,270.21831,-399.34521
2,65,8,398.00000,362.00000,12.00000,31.00000,281.39983,-413.63619
2,65,9,408.00000,361.00000,10.00000,30.00000,293.43976,-422.88151
2,65,10,418.00000,363.00000,12.00000,29.00000,304.67629,-416.55375
2,65,11,713.00000,478.00000,17.00000,33.00000,461.60106,73.26058
2,66,1,45.00000,517.00000,24.00000,44.00000,-80.10082,121.41086
2,66,2,196.00000,430.00000,21.00000,35.00000,45.51147,-133.83803
2,66,3,215.00000,430.00000,19.00000,33.00000,61.92575,-138.74170
2,66,4,223.00000,426.00000,15.00000,30.00000,69.42573,-163.01799
2,66,5,255.00000,427.00000,15.00000,32.00000,97.19755,-148.50888
2,66,6,380.00000,364.00000,13.00000,28.00000,262.98527,-420.63013
2,66,7,390.00000,364.00000,13.00000,25.00000,277.01199,-435.00650
2,66,8,399.00000,362.00000,12.00000,29.00000,284.51106,-423.74957
2,66,9,407.00000,362.00000,14.00000,30.00000,293.52253,-417.64432
2,66,10,420.00000,362.00000,12.00000,30.00000,306.91021,-416.33532
2,66,11,714.00000,477.00000,14.00000,30.00000,465.84676,61.79871
