-2.0404,2.4101
-2.0364,2.4101
-2.0324,2.4101
-2.0284,2.4101
-2.0244,2.4101
-2.0204,2.4101
-2.0165,2.4101
-2.0125,2.4101
-2.0085,2.4101
-2.0045,2.4101
-2.0005,2.4101
-1.9965,2.4101
-1.9925,2.4101
-1.9885,2.4101
-1.9845,2.4101
-1.9805,2.4101
-1.9765,2.4101
-1.9725,2.4101
-1.9685,2.4101
-1.9645,2.4101
-1.9606,2.4101
-1.9566,2.4101
-1.9526,2.4101
-1.9486,2.4101
-1.9446,2.4101
-1.9406,2.4101
-1.9366,2.4101
-1.9326,2.4101
-1.9286,2.4101
-1.9246,2.4101
-1.9206,2.4101
-1.9166,2.4101
-1.9126,2.4101
-1.9086,2.4101
-1.9046,2.4101
-1.9007,2.4101
-1.8967,2.4101
-1.8927,2.4101
-1.8887,2.4101
-1.8847,2.4101
-1.8807,2.4101
-1.8767,2.4101
-1.8727,2.4101
-1.8687,2.4101
-1.8647,2.4101
-1.8607,2.4101
-1.8567,2.4101
-1.8527,2.4101
-1.8487,2.4101
-1.8448,2.4101
-1.8408,2.4101
-1.8368,2.4101
-1.8328,2.4101
-1.8288,2.4101
-1.8248,2.4101
-1.8208,2.4101
-1.8168,2.4101
-1.8128,2.4101
-1.8088,2.4101
-1.8048,2.4101
-1.8008,2.4101
-1.7968,2.4101
-1.7928,2.4101
-1.7889,2.4101
-1.7849,2.4101
-1.7809,2.4101
-1.7769,2.4101
-1.7729,2.4101
-1.7689,2.4101
-1.7649,2.4101
-1.7609,2.4101
-1.7569,2.4101
-1.7529,2.4101
-1.7489,2.4101
-1.7449,2.4101
-1.7409,2.4101
-1.7369,2.4101
-1.733,2.4101
-1.729,2.4101
-1.725,2.4101
-1.721,2.4101
-1.717,2.4101
-1.713,2.4101
-1.709,2.4101
-1.705,2.4101
-1.701,2.4101
-1.697,2.4101
-1.693,2.4101
-1.689,2.4101
-1.685,2.4101
-1.681,2.4101
-1.677,2.4101
-1.6731,2.4101
-1.6691,2.4101
-1.6651,2.4101
-1.6611,2.4101
-1.6571,2.4101
-1.6531,2.4101
-1.6491,2.4101
-1.6451,2.4101
-1.6411,2.4101
-1.6371,2.4101
-1.6331,2.4101
-1.6291,2.4101
-1.6251,2.4101
-1.6211,2.4101
-1.6172,2.4101
-1.6132,2.4101
-1.6092,2.4101
-1.6052,2.4101
-1.6012,2.4101
-1.5972,2.4101
-1.5932,2.4101
-1.5892,2.4101
-1.5852,2.4101
-1.5812,2.4101
-1.5772,2.4101
-1.5732,2.4101
-1.5692,2.4101
-1.5652,2.4101
-1.5613,2.4101
-1.5573,2.4101
-1.5533,2.4101
-1.5493,2.4101
-1.5453,2.4101
-1.5413,2.4101
-1.5373,2.4101
-1.5333,2.4101
-1.5293,2.4101
-1.5253,2.4101
-1.5213,2.4101
-1.5173,2.4101
-1.5133,2.4101
-1.5093,2.4101
-1.5054,2.4101
-1.5014,2.4101
-1.4974,2.4101
-1.4934,2.4101
-1.4894,2.4101
-1.4854,2.4101
-1.4814,2.4101
-1.4774,2.4101
-1.4734,2.4101
-1.4694,2.4101
